subcity,bedrooms,bathrooms,area_sqm,has_water_tank,has_generator,is_furnished,description_text,rent_price_etb
Arada,1,1,67.0,1,1,1,1-bedroom unit in Arada for long-term rental. Floor space of 67 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,32000.0
Addis Ketema,2,1,91.9,0,1,0,"2-bedroom apartment in Addis Ketema available for rent. 92 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",27000.0
Kirkos,2,1,79.0,0,0,0,"2-bedroom unit in Kirkos for long-term rental. 79 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",31000.0
Kolfe,1,1,47.9,0,1,0,1-bedroom apartment in Kolfe available for rent. About 48 square metres of living space. Comes with a backup generator. Close to schools and markets.,16500.0
Bole,1,1,83.5,0,0,0,Rent a 1-bedroom home located in Bole. Floor space of 84 square metres. Well maintained apartment. Close to schools and markets.,32000.0
Arada,4,2,159.9,1,0,0,"Rent a 4-bedroom home located in Arada. 160 square metres, well laid out. Features a private water tank. Well maintained and secure.",61000.0
Kolfe,2,1,91.4,1,0,0,2-bedroom unit in Kolfe for long-term rental. About 91 square metres of living space. Features a private water tank. Ideal for families or professionals.,27000.0
Akaky Kaliti,1,1,48.1,1,0,0,1-bedroom apartment in Akaky Kaliti available for rent. About 48 square metres of living space. Features a private water tank. Close to schools and markets.,14500.0
Kolfe,2,2,76.7,1,0,0,"Apartment with 2 bedrooms in Kolfe, now available. Floor space of 77 square metres. Features a private water tank. Ideal for families or professionals.",25000.0
Bole,2,2,92.1,0,0,0,2-bedroom apartment in Bole available for rent. About 92 square metres of living space. Well maintained apartment. Close to schools and markets.,38000.0
Kirkos,1,1,80.1,0,0,1,1-bedroom apartment in Kirkos available for rent. Floor space of 80 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,33500.0
Bole,1,1,49.4,0,0,0,1-bedroom unit in Bole for long-term rental. About 49 square metres of living space. Well maintained apartment. Ideal for families or professionals.,20000.0
Bole,4,3,128.5,0,0,0,4-bedroom unit in Bole for long-term rental. Floor space of 128 square metres. Well maintained apartment. Ideal for families or professionals.,56000.0
Gulele,5,3,154.4,1,0,0,"Apartment with 5 bedrooms in Gulele, now available. Floor space of 154 square metres. Features a private water tank. Ideal for families or professionals.",51000.0
Gulele,3,2,118.4,0,0,1,"Apartment with 3 bedrooms in Gulele, now available. Floor space of 118 square metres. Furnished and ready to move in. Close to schools and markets.",41000.0
Kolfe,4,3,125.9,1,0,0,"Rent a 4-bedroom home located in Kolfe. 126 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",41500.0
Lidetta,5,3,133.2,0,1,0,"Apartment with 5 bedrooms in Lidetta, now available. Floor space of 133 square metres. Comes with a backup generator. Well maintained and secure.",45000.0
Gulele,5,3,159.5,0,0,0,"Rent a 5-bedroom home located in Gulele. 160 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",50500.0
Kolfe,1,1,77.5,1,0,1,"Apartment with 1 bedrooms in Kolfe, now available. 78 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",25000.0
Bole,5,2,151.0,0,0,0,5-bedroom apartment in Bole available for rent. Floor space of 151 square metres. Well maintained apartment. Close to schools and markets.,64500.0
Yeka,1,1,68.9,0,1,0,Rent a 1-bedroom home located in Yeka. About 69 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,24500.0
Nifas Silk,1,1,58.3,1,0,0,1-bedroom unit in Nifas Silk for long-term rental. About 58 square metres of living space. Features a private water tank. Well maintained and secure.,19000.0
Lidetta,3,2,97.9,0,0,0,"Rent a 3-bedroom home located in Lidetta. 98 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",29500.0
Bole,4,2,142.3,1,0,0,Rent a 4-bedroom home located in Bole. Floor space of 142 square metres. Features a private water tank. Well maintained and secure.,61500.0
Arada,1,1,68.6,1,0,0,Rent a 1-bedroom home located in Arada. About 69 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,26000.0
Gulele,2,2,91.9,1,1,0,"Apartment with 2 bedrooms in Gulele, now available. Floor space of 92 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.",32000.0
Bole,2,1,104.0,0,0,0,"Rent a 2-bedroom home located in Bole. 104 square metres, well laid out. Well maintained apartment. Well maintained and secure.",41000.0
Kirkos,2,1,73.3,0,0,0,Rent a 2-bedroom home located in Kirkos. About 73 square metres of living space. Well maintained apartment. Well maintained and secure.,29000.0
Akaky Kaliti,5,3,145.4,0,1,0,5-bedroom apartment in Akaky Kaliti available for rent. About 145 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.,45000.0
Gulele,2,2,87.9,1,0,1,Rent a 2-bedroom home located in Gulele. Floor space of 88 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,32500.0
Yeka,2,1,79.2,1,0,1,2-bedroom apartment in Yeka available for rent. About 79 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,32500.0
Lidetta,1,1,73.4,0,0,0,Rent a 1-bedroom home located in Lidetta. Floor space of 73 square metres. Well maintained apartment. Ideal for families or professionals.,19000.0
Kirkos,1,1,61.8,1,0,1,"1-bedroom unit in Kirkos for long-term rental. 62 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Well maintained and secure.",28500.0
Lidetta,1,1,52.1,0,0,0,"Apartment with 1 bedrooms in Lidetta, now available. About 52 square metres of living space. Well maintained apartment. Well maintained and secure.",14500.0
Yeka,3,2,108.8,1,0,0,Rent a 3-bedroom home located in Yeka. About 109 square metres of living space. Features a private water tank. Close to schools and markets.,39500.0
Nifas Silk,3,2,110.0,0,0,1,3-bedroom apartment in Nifas Silk available for rent. About 110 square metres of living space. Furnished and ready to move in. Close to schools and markets.,40500.0
Kirkos,3,3,119.2,0,1,1,3-bedroom unit in Kirkos for long-term rental. Floor space of 119 square metres. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.,58500.0
Yeka,5,3,156.7,1,0,0,5-bedroom unit in Yeka for long-term rental. About 157 square metres of living space. Features a private water tank. Ideal for families or professionals.,58000.0
Lidetta,3,2,113.5,1,0,0,3-bedroom apartment in Lidetta available for rent. Floor space of 114 square metres. Features a private water tank. Close to schools and markets.,34500.0
Yeka,1,2,67.8,1,0,0,"Apartment with 1 bedrooms in Yeka, now available. 68 square metres, well laid out. Features a private water tank. Well maintained and secure.",24500.0
Bole,2,1,83.7,0,0,0,2-bedroom unit in Bole for long-term rental. About 84 square metres of living space. Well maintained apartment. Ideal for families or professionals.,34000.0
Kirkos,2,1,77.4,0,0,1,"Rent a 2-bedroom home located in Kirkos. 77 square metres, well laid out. Furnished and ready to move in. Well maintained and secure.",35000.0
Gulele,5,2,155.5,1,1,1,5-bedroom apartment in Gulele available for rent. About 156 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,60500.0
Kolfe,2,2,82.0,1,1,1,"2-bedroom apartment in Kolfe available for rent. 82 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.",33000.0
Addis Ketema,1,1,84.3,0,0,0,1-bedroom unit in Addis Ketema for long-term rental. About 84 square metres of living space. Well maintained apartment. Ideal for families or professionals.,20500.0
Yeka,4,3,146.1,1,0,0,"Apartment with 4 bedrooms in Yeka, now available. Floor space of 146 square metres. Features a private water tank. Ideal for families or professionals.",53000.0
Kirkos,3,1,115.6,0,0,0,3-bedroom apartment in Kirkos available for rent. About 116 square metres of living space. Well maintained apartment. Ideal for families or professionals.,45000.0
Bole,1,1,68.5,0,0,1,1-bedroom apartment in Bole available for rent. About 68 square metres of living space. Furnished and ready to move in. Well maintained and secure.,30500.0
Nifas Silk,4,2,128.9,1,0,0,4-bedroom unit in Nifas Silk for long-term rental. Floor space of 129 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,44000.0
Addis Ketema,2,2,70.9,1,0,0,"2-bedroom unit in Addis Ketema for long-term rental. 71 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",23000.0
Gulele,5,2,149.4,1,1,0,"Rent a 5-bedroom home located in Gulele. 149 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",51500.0
Nifas Silk,5,3,153.2,1,0,0,5-bedroom apartment in Nifas Silk available for rent. About 153 square metres of living space. Features a private water tank. Ideal for families or professionals.,53000.0
Kirkos,2,2,88.8,0,0,1,Rent a 2-bedroom home located in Kirkos. Floor space of 89 square metres. Furnished and ready to move in. Well maintained and secure.,40500.0
Akaky Kaliti,3,2,113.6,1,1,0,Rent a 3-bedroom home located in Akaky Kaliti. Floor space of 114 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,35000.0
Arada,3,2,119.1,0,0,0,"3-bedroom unit in Arada for long-term rental. 119 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",44500.0
Bole,4,2,121.7,0,0,0,4-bedroom apartment in Bole available for rent. Floor space of 122 square metres. Well maintained apartment. Ideal for families or professionals.,52500.0
Kirkos,1,1,55.8,1,0,1,1-bedroom unit in Kirkos for long-term rental. Floor space of 56 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,26500.0
Bole,2,1,103.4,0,0,0,"Rent a 2-bedroom home located in Bole. 103 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",41000.0
Yeka,1,1,73.3,1,1,0,1-bedroom unit in Yeka for long-term rental. About 73 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets.,27000.0
Bole,4,3,125.3,1,1,0,"Apartment with 4 bedrooms in Bole, now available. Floor space of 125 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.",59500.0
Arada,1,1,62.7,0,1,1,"Apartment with 1 bedrooms in Arada, now available. Floor space of 63 square metres. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.",28500.0
Nifas Silk,3,2,106.8,1,1,0,Rent a 3-bedroom home located in Nifas Silk. Floor space of 107 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,39000.0
Kirkos,4,3,130.4,0,0,0,4-bedroom unit in Kirkos for long-term rental. About 130 square metres of living space. Well maintained apartment. Ideal for families or professionals.,54000.0
Kirkos,5,3,157.7,1,1,0,"5-bedroom unit in Kirkos for long-term rental. 158 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",69500.0
Addis Ketema,2,1,116.4,0,1,0,"Apartment with 2 bedrooms in Addis Ketema, now available. About 116 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.",32000.0
Kolfe,1,1,66.3,1,1,0,1-bedroom unit in Kolfe for long-term rental. Floor space of 66 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.,22000.0
Arada,4,2,138.0,1,0,1,4-bedroom unit in Arada for long-term rental. Floor space of 138 square metres. Features a private water tank. Furnished and ready to move in. Well maintained and secure.,62500.0
