title,location,subcity,bedrooms,bathrooms,size_sqm,furnished,price_etb,description
"Apartment with 1 bedrooms in Yeka, now available. 31 square metres, well laid out. Features a private water tank. Close to schools and markets.",Yeka,Yeka,1.0,1.0,30.7,False,13500.0,"Apartment with 1 bedrooms in Yeka, now available. 31 square metres, well laid out. Features a private water tank. Close to schools and markets."
5-bedroom apartment in Yeka available for rent. Floor space of 163 square metres. Features a private water tank. Well maintained and secure.,Yeka,Yeka,5.0,3.0,163.3,False,59500.0,5-bedroom apartment in Yeka available for rent. Floor space of 163 square metres. Features a private water tank. Well maintained and secure.
"Apartment with 1 bedrooms in Kirkos, now available. Floor space of 64 square metres. Well maintained apartment. Close to schools and markets.",Kirkos,Kirkos,1.0,1.0,63.9,False,24000.0,"Apartment with 1 bedrooms in Kirkos, now available. Floor space of 64 square metres. Well maintained apartment. Close to schools and markets."
"Apartment with 3 bedrooms in Bole, now available. 80 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Bole,Bole,3.0,1.0,79.8,False,35000.0,"Apartment with 3 bedrooms in Bole, now available. 80 square metres, well laid out. Well maintained apartment. Close to schools and markets."
5-bedroom apartment in Lidetta available for rent. Floor space of 157 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,Lidetta,Lidetta,5.0,3.0,157.4,False,52000.0,5-bedroom apartment in Lidetta available for rent. Floor space of 157 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.
4-bedroom unit in Yeka for long-term rental. Floor space of 144 square metres. Well maintained apartment. Well maintained and secure.,Yeka,Yeka,4.0,3.0,143.8,False,50500.0,4-bedroom unit in Yeka for long-term rental. Floor space of 144 square metres. Well maintained apartment. Well maintained and secure.
2-bedroom unit in Nifas Silk for long-term rental. About 90 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Nifas Silk,Nifas Silk,2.0,1.0,90.4,False,31500.0,2-bedroom unit in Nifas Silk for long-term rental. About 90 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"3-bedroom unit in Kolfe for long-term rental. 115 square metres, well laid out. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.",Kolfe,Kolfe,3.0,1.0,115.0,False,37000.0,"3-bedroom unit in Kolfe for long-term rental. 115 square metres, well laid out. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport."
3-bedroom unit in Kolfe for long-term rental. About 103 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,Kolfe,Kolfe,3.0,1.0,103.1,False,34500.0,3-bedroom unit in Kolfe for long-term rental. About 103 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.
4-bedroom unit in Kirkos for long-term rental. Floor space of 108 square metres. Furnished and ready to move in. Well maintained and secure.,Kirkos,Kirkos,4.0,3.0,107.7,False,54000.0,4-bedroom unit in Kirkos for long-term rental. Floor space of 108 square metres. Furnished and ready to move in. Well maintained and secure.
"Apartment with 3 bedrooms in Arada, now available. 116 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Arada,Arada,3.0,2.0,116.3,False,44000.0,"Apartment with 3 bedrooms in Arada, now available. 116 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
Rent a 2-bedroom home located in Addis Ketema. Floor space of 107 square metres. Well maintained apartment. Close to schools and markets.,Addis Ketema,Addis Ketema,2.0,1.0,107.0,False,27500.0,Rent a 2-bedroom home located in Addis Ketema. Floor space of 107 square metres. Well maintained apartment. Close to schools and markets.
"Apartment with 4 bedrooms in Gulele, now available. 144 square metres, well laid out. Features a private water tank. Close to schools and markets.",Gulele,Gulele,4.0,2.0,143.6,False,45500.0,"Apartment with 4 bedrooms in Gulele, now available. 144 square metres, well laid out. Features a private water tank. Close to schools and markets."
5-bedroom unit in Kolfe for long-term rental. Floor space of 128 square metres. Features a private water tank. Ideal for families or professionals.,Kolfe,Kolfe,5.0,2.0,128.1,False,42500.0,5-bedroom unit in Kolfe for long-term rental. Floor space of 128 square metres. Features a private water tank. Ideal for families or professionals.
3-bedroom apartment in Akaky Kaliti available for rent. About 90 square metres of living space. Features a private water tank. Ideal for families or professionals.,Akaky Kaliti,Akaky Kaliti,3.0,2.0,89.8,False,28000.0,3-bedroom apartment in Akaky Kaliti available for rent. About 90 square metres of living space. Features a private water tank. Ideal for families or professionals.
"Apartment with 1 bedrooms in Kolfe, now available. 54 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Kolfe,Kolfe,1.0,1.0,53.8,False,15000.0,"Apartment with 1 bedrooms in Kolfe, now available. 54 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
"Apartment with 3 bedrooms in Yeka, now available. 89 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",Yeka,Yeka,3.0,2.0,88.9,False,37000.0,"Apartment with 3 bedrooms in Yeka, now available. 89 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals."
"5-bedroom apartment in Nifas Silk available for rent. 152 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Nifas Silk,Nifas Silk,5.0,3.0,152.5,False,51000.0,"5-bedroom apartment in Nifas Silk available for rent. 152 square metres, well laid out. Well maintained apartment. Well maintained and secure."
5-bedroom apartment in Bole available for rent. About 157 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Bole,Bole,5.0,3.0,156.7,False,80000.0,5-bedroom apartment in Bole available for rent. About 157 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
3-bedroom apartment in Nifas Silk available for rent. Floor space of 91 square metres. Well maintained apartment. Close to schools and markets.,Nifas Silk,Nifas Silk,3.0,2.0,90.8,False,31000.0,3-bedroom apartment in Nifas Silk available for rent. Floor space of 91 square metres. Well maintained apartment. Close to schools and markets.
"Apartment with 1 bedrooms in Addis Ketema, now available. 73 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",Addis Ketema,Addis Ketema,1.0,1.0,73.3,False,23500.0,"Apartment with 1 bedrooms in Addis Ketema, now available. 73 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets."
Rent a 3-bedroom home located in Arada. About 115 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Arada,Arada,3.0,2.0,115.2,False,50000.0,Rent a 3-bedroom home located in Arada. About 115 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
5-bedroom unit in Kirkos for long-term rental. Floor space of 145 square metres. Furnished and ready to move in. Well maintained and secure.,Kirkos,Kirkos,5.0,3.0,145.4,False,70500.0,5-bedroom unit in Kirkos for long-term rental. Floor space of 145 square metres. Furnished and ready to move in. Well maintained and secure.
"Rent a 5-bedroom home located in Bole. 150 square metres, well laid out. Features a private water tank. Well maintained and secure.",Bole,Bole,5.0,3.0,149.9,False,67500.0,"Rent a 5-bedroom home located in Bole. 150 square metres, well laid out. Features a private water tank. Well maintained and secure."
1-bedroom unit in Addis Ketema for long-term rental. About 41 square metres of living space. Well maintained apartment. Close to schools and markets.,Addis Ketema,Addis Ketema,1.0,1.0,40.6,False,11500.0,1-bedroom unit in Addis Ketema for long-term rental. About 41 square metres of living space. Well maintained apartment. Close to schools and markets.
"Apartment with 2 bedrooms in Bole, now available. About 82 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Bole,Bole,2.0,2.0,82.0,False,40000.0,"Apartment with 2 bedrooms in Bole, now available. About 82 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
Rent a 3-bedroom home located in Bole. About 108 square metres of living space. Comes with a backup generator. Close to schools and markets.,Bole,Bole,3.0,1.0,108.1,False,47000.0,Rent a 3-bedroom home located in Bole. About 108 square metres of living space. Comes with a backup generator. Close to schools and markets.
1-bedroom apartment in Yeka available for rent. Floor space of 66 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Yeka,Yeka,1.0,1.0,66.0,False,25500.0,1-bedroom apartment in Yeka available for rent. Floor space of 66 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"Apartment with 5 bedrooms in Bole, now available. Floor space of 156 square metres. Well maintained apartment. Close to schools and markets.",Bole,Bole,5.0,3.0,156.5,False,68000.0,"Apartment with 5 bedrooms in Bole, now available. Floor space of 156 square metres. Well maintained apartment. Close to schools and markets."
